_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
1,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,BATRA,0,3,3
2,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,GIGI,26,196,222
3,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,GIZI,0,2,2
4,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,INSTALASI GAWAT DARURAT,,,0
5,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,KIA,116,364,480
6,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,LABORATORIUM,,,0
7,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,LANSIA,,,0
8,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,MATA,,,0
9,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,PKPR,,,0
10,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,Poli PCR-SWAB,,,0
11,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,PSIKOLOGI,0,2,2
12,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,PTRM,,,0
13,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,RAWAT INAP,,,0
14,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,SANITASI,,,0
15,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,STD,,,0
16,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,TBC/PARU,,,0
17,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,UMUM,119,1364,1483
18,Mei,Surabaya Barat,Asem Rowo,Puskesmas Asemrowo,VCT,,,0
19,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,BATRA,0,10,10
20,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,GIGI,23,154,177
21,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,GIZI,1,14,15
22,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,INSTALASI GAWAT DARURAT,,,0
23,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,KIA,37,188,225
24,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,LABORATORIUM,,,0
25,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,LANSIA,5,215,220
26,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,MATA,,,0
27,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,PKPR,,,0
28,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Poli PCR-SWAB,,,0
29,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,PSIKOLOGI,,,0
30,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,PTRM,,,0
31,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,RAWAT INAP,,,0
32,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,SANITASI,0,2,2
33,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,STD,,,0
34,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,TBC/PARU,,,0
35,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,UMUM,86,453,539
36,Mei,Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,VCT,,,0
37,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,BATRA,2,14,16
38,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,GIGI,31,220,251
39,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,GIZI,1,4,5
40,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,INSTALASI GAWAT DARURAT,5,4,9
41,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,KIA,96,421,517
42,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,LABORATORIUM,0,1,1
43,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,LANSIA,11,453,464
44,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,MATA,,,0
45,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,PKPR,,,0
46,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,Poli PCR-SWAB,,,0
47,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,PSIKOLOGI,4,22,26
48,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,PTRM,,,0
49,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,RAWAT INAP,1,4,5
50,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,SANITASI,,,0
51,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,STD,,,0
52,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,TBC/PARU,0,56,56
53,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,UMUM,169,961,1130
54,Mei,Surabaya Barat,Tandes,Puskesmas Balongsari,VCT,,,0
55,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,BATRA,1,8,9
56,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,GIGI,17,160,177
57,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,GIZI,1,3,4
58,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,INSTALASI GAWAT DARURAT,,,0
59,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,KIA,47,282,329
60,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,LABORATORIUM,,,0
61,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,LANSIA,4,154,158
62,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,MATA,,,0
63,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,PKPR,,,0
64,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Poli PCR-SWAB,,,0
65,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,PSIKOLOGI,0,3,3
66,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,PTRM,,,0
67,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,RAWAT INAP,,,0
68,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,SANITASI,,,0
69,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,STD,,,0
70,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,TBC/PARU,,,0
71,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,UMUM,58,708,766
72,Mei,Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,VCT,,,0
73,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,BATRA,,,0
74,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,GIGI,27,238,265
75,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,GIZI,,,0
76,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,INSTALASI GAWAT DARURAT,9,9,18
77,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,KIA,153,687,840
78,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,LABORATORIUM,,,0
79,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,LANSIA,1,27,28
80,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,MATA,,,0
81,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,PKPR,67,45,112
82,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Poli PCR-SWAB,,,0
83,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,PSIKOLOGI,0,7,7
84,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,PTRM,,,0
85,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,RAWAT INAP,,,0
86,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,SANITASI,,,0
87,Mei,Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,STD,,,0
